Date,gold_Open,gold_High,gold_Low,gold_Close,gold_Adj Close,gold_Volume,Probability_Positive
2009-05-18,929.5999756,932.9000244,918.7000122,921.2999878,921.2999878,71,51.78944
2009-05-19,926.2999878,926.2999878,926.2999878,926.2999878,926.2999878,71,51.78944
2009-05-20,933,940.5,931,937,937,67,51.789457000000006
2009-05-21,939.0999756,943.9000244,937.4000244,950.7999878,950.7999878,71,51.78943
2009-05-22,956.9000244,958.7000122,956.9000244,958.5,958.5,12,51.789457000000006
2009-05-26,953,953.5,944,953.0999756,953.0999756,20,51.789445
2009-05-27,947.2000122,956,947.2000122,953.2000122,953.2000122,151332,51.789457000000006
2009-05-28,948.5999756,964.9000244,944,961.5,961.5,74257,51.78946
2009-05-29,959.2000122,980.4000244,959,978.7999878,978.7999878,7607,51.78944
2009-06-01,978.7999878,988.0999756,973,978.5999756,978.5999756,2883,51.789457000000006
2009-06-02,974.7000122,986.5,969.7999878,983.2000122,983.2000122,2345,51.789445
2009-06-03,981.7000122,990.2999878,961,964.5,964.5,1187,51.789445
2009-06-04,963.5999756,982,960.9000244,981.2000122,981.2000122,600,51.78944
2009-06-05,981.4000244,983,954,961.7000122,961.7000122,714,51.78945
2009-06-08,958,960.0999756,944.4000244,951.7000122,951.7000122,580,51.78943
2009-06-09,953.5,963.7000122,948.4000244,954,954,684,51.789445
2009-06-10,956,966,949.2000122,954,954,698,51.78944
2009-06-11,954.2999878,961.9000244,943.0999756,961.2999878,961.2999878,583,51.789445
2009-06-12,955.9000244,956.5,935.7999878,940.0999756,940.0999756,166,51.78943
2009-06-15,938.5,938.5,926.9000244,926.9000244,926.9000244,258,51.78943
2009-06-16,930.9000244,938.5999756,930.9000244,931.5999756,931.5999756,149,51.78943
2009-06-17,931.5,937.7999878,930.4000244,935.4000244,935.4000244,29,51.789445
2009-06-18,942,942,931,934,934,91,51.78943
2009-06-19,932,936.5,932,935.5999756,935.5999756,73,51.789445
2009-06-22,925,926.2000122,919,920.5999756,920.5999756,134,51.78944
2009-06-23,921.9000244,926.5,917.2999878,923.9000244,923.9000244,181,51.789457000000006
2009-06-24,925.4000244,942.7000122,922.9000244,934.0999756,934.0999756,588,51.78944
2009-06-25,932.2999878,939.0999756,932.2999878,939.0999756,939.0999756,72,51.789457000000006
2009-06-26,945.2999878,946,939.5999756,940.7000122,940.7000122,185,51.78944
2009-06-29,940.2000122,942.5,934.7999878,940.4000244,940.4000244,445,51.789457000000006
2009-06-30,941.4000244,943.9000244,925.2999878,927.0999756,927.0999756,128,51.78946
2009-07-01,929.2999878,944.2000122,928,941,941,88,51.78946
2009-07-02,941.4000244,941.5,926.5999756,930.7000122,930.7000122,67,51.78946
2009-07-06,933.5,933.5,920.2000122,924,924,108,51.78944
2009-07-07,924.2000122,931.7000122,921.2000122,928.7999878,928.7999878,57,51.78945
2009-07-08,919.5999756,919.5999756,905.5999756,909,909,41,51.78944
2009-07-09,907.2000122,917.4000244,907.2000122,915.9000244,915.9000244,74,51.789445
2009-07-10,910.7000122,913.5,908.5,912.2000122,912.2000122,40,51.78945
2009-07-13,911.5,922.2000122,908.4000244,922.2000122,922.2000122,30,51.78944
2009-07-14,920.2000122,926.2000122,920.2000122,922.5,922.5,64,51.78945
2009-07-15,928.9000244,941,928.2999878,939.0999756,939.0999756,67,51.78947
2009-07-16,938.4000244,938.4000244,934.7999878,935.0999756,935.0999756,63,51.789445
2009-07-17,936.9000244,937.7999878,931.7999878,937.2000122,937.2000122,34,51.78946
2009-07-20,954.0999756,954.5,950.9000244,948.5,948.5,5,51.789445
2009-07-21,948.5999756,948.5999756,945.7999878,946.5999756,946.5999756,15,51.78944
2009-07-22,949.2000122,953,946.4000244,953,953,71,51.789457000000006
2009-07-23,954.2000122,954.2000122,949.7999878,954.5,954.5,47,51.78945
2009-07-24,950.2999878,952.7999878,950.2999878,952.7999878,952.7999878,77,51.789457000000006
2009-07-27,955.0999756,957.0999756,953.2999878,953.2999878,953.2999878,5,51.78944
2009-07-28,949.5,949.5,937.5,939,939,10,51.789445
2009-07-29,927.2000122,927.2000122,927.2000122,927.2000122,927.2000122,129090,51.789445
2009-07-30,929.2000122,937,928.4000244,934.9000244,934.9000244,36620,51.78945
2009-07-31,934.4000244,958.0999756,932,953.7000122,953.7000122,10747,51.78944
2009-08-03,952.5999756,964,952.4000244,956.5999756,956.5999756,2602,51.789445
2009-08-04,956.5999756,969.5,950.7999878,967.5,967.5,565,51.789457000000006
2009-08-05,967.5999756,968.0999756,959.7999878,964.2000122,964.2000122,742,51.78945
2009-08-06,964.0999756,971.0999756,956.5,960.7000122,960.7000122,543,51.789445
2009-08-07,964.2999878,964.2999878,954.5999756,957.2999878,957.2999878,641,51.78946
2009-08-10,955,956.0999756,943.5,945,945,395,51.789445
2009-08-11,947.2000122,949.7000122,943.0999756,945.7999878,945.7999878,106,51.78943
2009-08-12,947.5,951.5,943,950.7000122,950.7000122,102,51.78944
2009-08-13,952.5999756,960.0999756,952.2999878,954.7000122,954.7000122,104,51.78944
2009-08-14,957.4000244,957.4000244,942.0999756,947,947,141,51.78945
2009-08-17,947.4000244,947.4000244,931.5,934.2999878,934.2999878,128,51.78944
2009-08-18,938.5999756,938.5999756,935.5,937.7000122,937.7000122,276,51.78943
2009-08-19,941.7999878,944.9000244,933.4000244,943.2999878,943.2999878,194,51.78943
2009-08-20,942.9000244,945.7000122,940.0999756,940.2999878,940.2999878,35,51.78945
2009-08-21,957,957.5999756,952.5999756,953.2000122,953.2000122,53,51.78944
2009-08-24,953.5,957,941.2999878,942.2999878,942.2999878,198,51.78944
2009-08-25,946.2999878,954.5,943.5,944.5,944.5,143,51.78943
2009-08-26,947.5,948.2000122,940.2999878,944.2999878,944.2999878,128,51.78945
2009-08-27,944.2000122,949.4000244,942.9000244,945.5,945.5,193,51.78944
2009-08-28,949.2999878,962.2000122,948.0999756,957,957,182,51.78943
2009-08-31,959.5,959.5,944.7999878,951.7000122,951.7000122,21,51.789457000000006
2009-09-01,954.2000122,956.5,948.7000122,954.7000122,954.7000122,17,51.78944
2009-09-02,954,978.7999878,954,976.5999756,976.5999756,65,51.78945
2009-09-03,978.0999756,995.7999878,978.0999756,995.7999878,995.7999878,55,51.78945
2009-09-04,992.5999756,995,985.5,994.9000244,994.9000244,75,51.78944
2009-09-08,993.5,1006.900024,993.2000122,997.9000244,997.9000244,90,51.78944
2009-09-09,1002,1002.799988,988.7999878,995.2999878,995.2999878,84,51.789445
2009-09-10,996.2000122,997.2000122,987.2999878,995.4000244,995.4000244,51,51.789427
2009-09-11,999.7000122,1011.900024,999.7000122,1004.900024,1004.900024,198,51.78944
2009-09-14,1002.900024,1003.799988,998.5,999.9000244,999.9000244,91,51.78943
2009-09-15,998,1008,994.9000244,1005,1005,118,51.78946
2009-09-16,1014.700012,1019.799988,1014.700012,1018.900024,1018.900024,92,51.789445
2009-09-17,1017.200012,1019.5,1011.599976,1012.299988,1012.299988,48,51.789445
2009-09-18,1013.900024,1017.599976,1009.200012,1009.200012,1009.200012,26,51.78945
2009-09-21,1003.700012,1003.700012,998,1003.700012,1003.700012,26,51.789445
2009-09-22,1011.5,1019.400024,1011.5,1014.200012,1014.200012,67,51.78945
2009-09-23,1014.400024,1015.200012,1008.200012,1013,1013,212,51.78944
2009-09-24,1015,1015,993.9000244,997.5,997.5,123,51.78944
2009-09-25,997.2999878,997.4000244,986.7000122,990.2000122,990.2000122,70,51.78943
2009-09-28,993.2000122,993.2000122,991.4000244,992.5,992.5,6999,51.78944
2009-09-29,990.5,995.7000122,984.7000122,993.0999756,993.0999756,5742,51.78944
2009-09-30,992.5,1009,992.5,1008,1008,1393,51.789457000000006
2009-10-01,1007.400024,1008.799988,998,999.5,999.5,213,51.78945
2009-10-02,998.7999878,1007.299988,986.7999878,1003.200012,1003.200012,247,51.789445
2009-10-05,1004.099976,1017.599976,1003,1016.700012,1016.700012,180,51.78943
2009-10-06,1019.5,1043.800049,1018.299988,1038.599976,1038.599976,180,51.78944
2009-10-07,1038.300049,1048.199951,1038.300049,1043.300049,1043.300049,180,51.78945
2009-10-08,1045.800049,1060.400024,1045.099976,1055.400024,1055.400024,160,51.78944
2009-10-09,1049.300049,1051.5,1044,1047.800049,1047.800049,175,51.78943
2009-10-12,1049,1058.400024,1049,1056.699951,1056.699951,209,51.78944
2009-10-13,1064,1068.400024,1056.5,1064.199951,1064.199951,183,51.789457000000006
2009-10-14,1064,1070.199951,1057.599976,1063.900024,1063.900024,140,51.789445
2009-10-15,1062.199951,1062.199951,1048,1049.800049,1049.800049,179,51.78944
2009-10-16,1051.5,1056.199951,1043.699951,1050.699951,1050.699951,76,51.78944
2009-10-19,1053.599976,1061.199951,1049.199951,1057.300049,1057.300049,157,51.78944
2009-10-20,1065.5,1066.199951,1054,1057.800049,1057.800049,231,51.78944
2009-10-21,1053.699951,1064,1047.5,1063.699951,1063.699951,35,51.78944
2009-10-22,1061.199951,1061.199951,1051.5,1057.800049,1057.800049,173,51.78943
2009-10-23,1063.800049,1065.900024,1050.199951,1055.599976,1055.599976,116,51.78943
2009-10-26,1055.599976,1055.599976,1039.900024,1042.099976,1042.099976,76,51.78944
2009-10-27,1039.5,1042.099976,1034.699951,1034.699951,1034.699951,100,51.78943
2009-10-28,1042.099976,1042.099976,1028,1029.900024,1029.900024,307,51.789445
2009-10-29,1035.199951,1047.300049,1032.400024,1046.400024,1046.400024,234,51.78944
2009-10-30,1045.5,1045.800049,1035.599976,1039.699951,1039.699951,148,51.78944
2009-11-02,1053.400024,1061.800049,1043.5,1053.400024,1053.400024,41,51.78944
2009-11-03,1084.300049,1087,1056.800049,1084.300049,1084.300049,196,51.78943
2009-11-04,1086.699951,1097.400024,1082.199951,1086.699951,1086.699951,114,51.78945
2009-11-05,1088.699951,1092.300049,1086,1088.699951,1088.699951,63,51.789445
2009-11-06,1095.099976,1100,1090.199951,1095.099976,1095.099976,102,51.789445
2009-11-09,1098.599976,1109.300049,1098.599976,1100.800049,1100.800049,102,51.78943
2009-11-10,1100.900024,1108.599976,1098.199951,1101.900024,1101.900024,92,51.78943
2009-11-11,1114,1117.599976,1106.300049,1114,1114,104,51.78945
2009-11-12,1106,1121.300049,1104.300049,1106,1106,68,51.78944
2009-11-13,1116.099976,1118.199951,1105,1116.099976,1116.099976,56,51.789445
2009-11-16,1138.599976,1140.5,1127.199951,1138.599976,1138.599976,64,51.78945
2009-11-17,1138.800049,1140.400024,1131.300049,1138.800049,1138.800049,67,51.789445
2009-11-18,1140.699951,1149.400024,1136.5,1140.699951,1140.699951,77,51.789445
2009-11-19,1141.400024,1144.800049,1135.5,1141.400024,1141.400024,20,51.789445
2009-11-20,1146.400024,1147.900024,1137.300049,1146.400024,1146.400024,18,51.78945
2009-11-23,1164.300049,1163,1164.300049,1164.300049,1164.300049,3,51.789457000000006
2009-11-24,1165.5,1169.800049,1167.5,1165.5,1165.5,26,51.78943
2009-11-25,1186.900024,1186.900024,1186.900024,1186.900024,1186.900024,205513,51.789445
2009-11-27,1190.800049,1195,1130.099976,1174.199951,1174.199951,112015,51.789457000000006
2009-11-30,1179.900024,1183.699951,1163.699951,1181.099976,1181.099976,14549,51.789445
2009-12-01,1181,1202.699951,1176,1199.099976,1199.099976,3787,51.78944
2009-12-02,1196.400024,1217.300049,1196.300049,1212,1212,2145,51.78945
2009-12-03,1218,1226.400024,1204.599976,1217.400024,1217.400024,1530,51.78945
2009-12-04,1207.800049,1211.199951,1147,1168.800049,1168.800049,4288,51.78945
2009-12-07,1157.599976,1165.5,1136.300049,1163.400024,1163.400024,3669,51.789445
2009-12-08,1159.5,1169.300049,1125.300049,1142.800049,1142.800049,784,51.789457000000006
2009-12-09,1130.300049,1147,1116.5,1120.400024,1120.400024,2256,51.789445
2009-12-10,1125.699951,1134.800049,1122.199951,1125.699951,1125.699951,344,51.78944
2009-12-11,1132.699951,1141.400024,1110.800049,1119.400024,1119.400024,912,51.78943
2009-12-14,1123.300049,1127.5,1114.5,1123.300049,1123.300049,230,51.789457000000006
2009-12-15,1127.900024,1128.599976,1111.900024,1122.400024,1122.400024,242,51.78945
2009-12-16,1125.699951,1140,1122.400024,1135.5,1135.5,205,51.789457000000006
2009-12-17,1141.5,1141.5,1095.699951,1106.800049,1106.800049,422,51.78943
2009-12-18,1110.800049,1115.199951,1097.800049,1110.800049,1110.800049,404,51.789457000000006
2009-12-21,1095.400024,1119.199951,1090.800049,1095.400024,1095.400024,248,51.78945
2009-12-22,1095.300049,1097.400024,1075,1086,1086,480,51.789445
2009-12-23,1093.300049,1094.599976,1080,1093.300049,1093.300049,168,51.78944
2009-12-24,1092,1105.300049,1092,1104.099976,1104.099976,127,51.78945
2009-12-28,1107.199951,1111.900024,1102.800049,1107.199951,1107.199951,350,51.789445
2009-12-29,1097,1105.199951,1097,1097,1097,1038,51.78945
2009-12-30,1091.5,1097.099976,1086,1091.5,1091.5,399,51.78945
2009-12-31,1095.199951,1106.099976,1094,1095.199951,1095.199951,149,51.78944
2010-01-04,1117.699951,1122.300049,1097.099976,1117.699951,1117.699951,184,51.78943
2010-01-05,1118.099976,1126.5,1115,1118.099976,1118.099976,53,51.78946
2010-01-06,1135.900024,1139.199951,1120.699951,1135.900024,1135.900024,363,51.78944
2010-01-07,1133.099976,1133.099976,1129.199951,1133.099976,1133.099976,56,51.789445
2010-01-08,1138.199951,1138.199951,1122.699951,1138.199951,1138.199951,54,51.78945
2010-01-11,1150.699951,1161.199951,1143,1150.699951,1150.699951,177,51.78943
2010-01-12,1128.900024,1157.199951,1127.199951,1128.900024,1128.900024,51,51.78943
2010-01-13,1136.400024,1136.400024,1121,1136.400024,1136.400024,58,51.78945
2010-01-14,1137,1145.900024,1132.800049,1142.599976,1142.599976,81,51.78944
2010-01-15,1132.800049,1133.400024,1127.199951,1130.099976,1130.099976,50,51.789457000000006
2010-01-19,1139.699951,1139.699951,1130.5,1139.699951,1139.699951,22,51.78944
2010-01-20,1123.300049,1133,1109.800049,1112.300049,1112.300049,28,51.789445
2010-01-21,1102.699951,1107.5,1090.199951,1102.699951,1102.699951,99,51.78944
2010-01-22,1089.199951,1095.400024,1083,1089.199951,1089.199951,58,51.78944
2010-01-25,1095.199951,1095.199951,1095.199951,1095.199951,1095.199951,8,51.78945
2010-01-26,1097.900024,1097.900024,1097.900024,1097.900024,1097.900024,4,51.78944
2010-01-27,1084.400024,1084.400024,1084.400024,1084.400024,1084.400024,206694,51.789445
2010-01-28,1087.800049,1095.699951,1073.199951,1083.599976,1083.599976,101168,51.789445
2010-01-29,1085,1090.800049,1074.5,1083,1083,11456,51.78944
2010-02-01,1081,1107.300049,1076.800049,1104.300049,1104.300049,2452,51.78945
2010-02-02,1117.400024,1118.5,1100.199951,1117.400024,1117.400024,3326,51.78944
2010-02-03,1115.800049,1124.900024,1108.599976,1111.400024,1111.400024,853,51.789457000000006
2010-02-04,1110,1110.699951,1059,1062.400024,1062.400024,1426,51.78945
2010-02-05,1052.199951,1068.5,1045.199951,1052.199951,1052.199951,1956,51.789457000000006
2010-02-08,1065.699951,1073.400024,1061.599976,1065.699951,1065.699951,549,51.78944
2010-02-09,1076.699951,1082,1063.099976,1076.699951,1076.699951,387,51.78943
2010-02-10,1075.800049,1081.099976,1063.300049,1075.800049,1075.800049,640,51.78945
2010-02-11,1076.800049,1097.099976,1075.599976,1094.199951,1094.199951,1491,51.78945
2010-02-12,1089.5,1092,1079.800049,1089.5,1089.5,197,51.789445
2010-02-16,1119.300049,1120.400024,1092.400024,1119.300049,1119.300049,928,51.789457000000006
2010-02-17,1119.5,1127,1108.5,1119.5,1119.5,1083,51.78943
2010-02-18,1118,1123.699951,1100.800049,1118,1118,989,51.78944
2010-02-19,1121.300049,1126.199951,1099.699951,1121.300049,1121.300049,137,51.789445
2010-02-22,1112.599976,1127.400024,1110,1112.599976,1112.599976,124,51.78945
2010-02-23,1116.400024,1118.300049,1102.599976,1102.699951,1102.699951,152,51.78946
2010-02-24,1096.5,1096.5,1096.5,1096.5,1096.5,751,51.789445
2010-02-25,1107.800049,1108.199951,1088.699951,1107.800049,1107.800049,386,51.789445
2010-02-26,1106.800049,1118.300049,1106.800049,1118.300049,1118.300049,382,51.78944
2010-03-01,1119.300049,1121.900024,1113.599976,1117.800049,1117.800049,184,51.78944
2010-03-02,1136.900024,1137.400024,1115.699951,1136.900024,1136.900024,155,51.78944
2010-03-03,1142.699951,1145,1133.699951,1142.699951,1142.699951,170,51.78946
2010-03-04,1132.599976,1139,1128.599976,1132.599976,1132.599976,118,51.78946
2010-03-05,1134.800049,1134.800049,1134.800049,1134.800049,1134.800049,129,51.78945
2010-03-08,1123.599976,1123.599976,1123.599976,1123.599976,1123.599976,17,51.789445
2010-03-09,1122,1124,1113.099976,1122,1122,27,51.78945
2010-03-10,1107.800049,1127.099976,1106.900024,1107.800049,1107.800049,21,51.78945
2010-03-11,1108,1108,1108,1108,1108,46,51.78944
2010-03-12,1101.5,1117.400024,1099.900024,1101.5,1101.5,135,51.78944
2010-03-15,1105.099976,1107.099976,1101.400024,1105.099976,1105.099976,21,51.78944
2010-03-16,1122.199951,1127,1114.5,1122.199951,1122.199951,66,51.78946
2010-03-17,1124,1131.400024,1118,1124,1124,29,51.789474
2010-03-18,1127.400024,1127.800049,1121.099976,1127.400024,1127.400024,86,51.789457000000006
2010-03-19,1107.400024,1107.400024,1107.400024,1107.400024,1107.400024,54,51.78944
2010-03-22,1099.300049,1099.300049,1099.300049,1099.300049,1099.300049,71,51.78945
2010-03-23,1103.5,1103.5,1103.5,1103.5,1103.5,16,51.78944
2010-03-24,1088.599976,1092.400024,1085.5,1088.599976,1088.599976,9,51.78945
2010-03-25,1092.699951,1092.699951,1086.699951,1092.699951,1092.699951,8,51.789445
2010-03-26,1104.199951,1104.199951,1104.199951,1104.199951,1104.199951,5,51.78945
2010-03-29,1110.300049,1110.300049,1110.300049,1110.300049,1110.300049,158733,51.78944
2010-03-30,1109.699951,1112.900024,1101.099976,1104.5,1104.5,56533,51.789445
2010-03-31,1103.099976,1118.699951,1102,1113.300049,1113.300049,5950,51.78945
2010-04-01,1125.099976,1127.699951,1111.300049,1125.099976,1125.099976,2696,51.78946
2010-04-05,1122.300049,1133.300049,1119.900024,1132.900024,1132.900024,567,51.789445
2010-04-06,1130.800049,1138.5,1122.699951,1135.099976,1135.099976,2490,51.78943
2010-04-07,1152.300049,1153,1132.599976,1152.300049,1152.300049,1342,51.789445
2010-04-08,1152.199951,1152.300049,1144,1152.199951,1152.199951,254,51.78944
2010-04-09,1161.099976,1164.800049,1150.5,1161.099976,1161.099976,505,51.789445
2010-04-12,1161.599976,1169,1154.599976,1161.599976,1161.599976,483,51.78945
2010-04-13,1152.800049,1157,1145,1152.800049,1152.800049,278,51.78944
2010-04-14,1159,1160.599976,1151.199951,1159,1159,162,51.78945
2010-04-15,1157.5,1159.800049,1151,1159.699951,1159.699951,179,51.78944
2010-04-16,1136.300049,1160,1130.400024,1136.300049,1136.300049,483,51.789457000000006
2010-04-19,1135.199951,1137.099976,1124,1135.199951,1135.199951,145,51.78946
2010-04-20,1138.599976,1145.800049,1136,1138.599976,1138.599976,80,51.789457000000006
2010-04-21,1148.199951,1150,1138.400024,1148.199951,1148.199951,68,51.78945
2010-04-22,1142.300049,1144,1133.599976,1142.300049,1142.300049,213,51.78943
2010-04-23,1153.099976,1153.099976,1153.099976,1153.099976,1153.099976,40,51.789445
2010-04-26,1160.099976,1160.099976,1151.400024,1153.5,1153.5,108,51.78944
2010-04-27,1152.800049,1170.699951,1148.599976,1161.699951,1161.699951,213,51.78945
2010-04-28,1171.300049,1171.300049,1171.300049,1171.300049,1171.300049,299,51.789445
2010-04-29,1168.400024,1171.199951,1164,1168.400024,1168.400024,166,51.78945
2010-04-30,1180.099976,1181.300049,1170,1180.099976,1180.099976,146,51.789445
2010-05-03,1178.599976,1187.5,1177.300049,1182.699951,1182.699951,90,51.789445
2010-05-04,1168.599976,1191.800049,1168.300049,1168.599976,1168.599976,94,51.789457000000006
2010-05-05,1174.599976,1177.199951,1159.199951,1174.599976,1174.599976,98,51.78945
2010-05-06,1196.900024,1210.599976,1175.900024,1196.900024,1196.900024,79,51.78944
2010-05-07,1210,1210.800049,1194.599976,1210,1210,112,51.78944
2010-05-10,1200.400024,1203.800049,1189.199951,1200.400024,1200.400024,118,51.789445
2010-05-11,1219.900024,1233.5,1201.5,1219.900024,1219.900024,201,51.789457000000006
2010-05-12,1242.699951,1246.5,1227.099976,1242.699951,1242.699951,213,51.78945
2010-05-13,1235.300049,1240,1228.699951,1228.800049,1228.800049,37,51.78946
2010-05-14,1227.400024,1227.400024,1227.400024,1227.400024,1227.400024,99,51.78946
2010-05-17,1233.300049,1235.900024,1225.199951,1227.699951,1227.699951,49,51.78943
2010-05-18,1214.300049,1216.099976,1208.199951,1214.300049,1214.300049,73,51.78945
2010-05-19,1192.599976,1192.599976,1192.599976,1192.599976,1192.599976,75,51.78945
2010-05-20,1187.800049,1191.800049,1179.400024,1187.800049,1187.800049,297,51.78945
2010-05-21,1175.699951,1175.699951,1175.699951,1175.699951,1175.699951,177,51.78944
2010-05-24,1193.800049,1193.800049,1193.800049,1193.800049,1193.800049,14,51.789445
2010-05-25,1197.800049,1200,1195.599976,1197.800049,1197.800049,9,51.789445
2010-05-26,1213.300049,1213.300049,1213.300049,1213.300049,1213.300049,237497,51.78945
2010-05-27,1211.699951,1218.5,1205.400024,1211.900024,1211.900024,109434,51.78946
2010-05-28,1210.400024,1214.800049,1201.099976,1212.199951,1212.199951,12895,51.78945
2010-06-01,1224.800049,1228.199951,1209.300049,1224.800049,1224.800049,4547,51.78946
2010-06-02,1220.599976,1225.800049,1213.199951,1220.599976,1220.599976,2799,51.78944
2010-06-03,1208.300049,1224,1201,1208.300049,1208.300049,1552,51.78944
2010-06-04,1207.599976,1220.400024,1196.900024,1216.199951,1216.199951,1070,51.789445
2010-06-07,1239.300049,1244.699951,1211,1239.300049,1239.300049,859,51.789445
2010-06-08,1241.5,1252.099976,1234.099976,1244,1244,763,51.78946
2010-06-09,1237,1238.199951,1222,1228.5,1228.5,446,51.789445
2010-06-10,1232.800049,1233.5,1215.099976,1220.800049,1220.800049,488,51.78945
2010-06-11,1228.900024,1229.599976,1218,1228.900024,1228.900024,481,51.789457000000006
2010-06-14,1223.199951,1232.699951,1217.699951,1223.300049,1223.300049,989,51.789445
2010-06-15,1222.599976,1236,1222.400024,1233.199951,1233.199951,251,51.789457000000006
2010-06-16,1229.300049,1229.300049,1229.300049,1229.300049,1229.300049,318,51.78944
2010-06-17,1233.900024,1251.099976,1233.900024,1247.5,1247.5,266,51.78946
2010-06-18,1247.699951,1261.5,1242.900024,1257.199951,1257.199951,130,51.78944
2010-06-21,1257.400024,1264.800049,1232,1239.699951,1239.699951,219,51.789445
2010-06-22,1239.900024,1242.800049,1232.099976,1239.900024,1239.900024,172,51.789445
2010-06-23,1233.900024,1245.099976,1226.900024,1234.099976,1234.099976,100,51.789457000000006
2010-06-24,1236.400024,1248.099976,1230.699951,1245.5,1245.5,253,51.78946
2010-06-25,1246.699951,1256.900024,1243.699951,1255.800049,1255.800049,159,51.78943
2010-06-28,1238.199951,1238.199951,1238.199951,1238.199951,1238.199951,351,51.78944
2010-06-29,1242,1245,1228.5,1242,1242,417,51.78945
2010-06-30,1245.5,1246.199951,1236.699951,1245.5,1245.5,73,51.78947
2010-07-01,1206.300049,1242.400024,1204.5,1206.300049,1206.300049,50,51.789445
2010-07-02,1201.400024,1211.599976,1200.800049,1207.400024,1207.400024,169,51.789445
2010-07-06,1207.300049,1211.800049,1190.5,1194.800049,1194.800049,52,51.789445
2010-07-07,1198.599976,1198.599976,1198.599976,1198.599976,1198.599976,18,51.789445
2010-07-08,1195.800049,1203.300049,1189.300049,1195.800049,1195.800049,93,51.78945
2010-07-09,1209.599976,1213,1195,1209.599976,1209.599976,22,51.78943
2010-07-12,1198.5,1198.5,1198.5,1198.5,1198.5,45,51.78945
2010-07-13,1213.300049,1217.400024,1205.199951,1213.300049,1213.300049,53,51.789457000000006
2010-07-14,1212,1213.800049,1202.400024,1206.800049,1206.800049,54,51.78944
2010-07-15,1208.099976,1208.099976,1208.099976,1208.099976,1208.099976,32,51.78943
2010-07-16,1188,1188,1188,1188,1188,46,51.78943
2010-07-19,1181.699951,1182.199951,1180,1181.699951,1181.699951,4,51.78945
2010-07-20,1191.5,1191.5,1191.5,1191.5,1191.5,8,51.789445
2010-07-21,1191.599976,1194.5,1184.099976,1191.599976,1191.599976,24,51.78945
2010-07-22,1195.5,1196,1194.400024,1195.5,1195.5,79,51.789445
2010-07-23,1187.699951,1198.599976,1187.699951,1187.699951,1187.699951,32,51.789445
2010-07-26,1183,1183,1183,1183,1183,37,51.78945
2010-07-27,1158,1158,1158,1158,1158,29,51.78944
2010-07-28,1160.400024,1160.400024,1160.400024,1160.400024,1160.400024,206828,51.78946
2010-07-29,1163.800049,1169.199951,1158.699951,1168.400024,1168.400024,54384,51.78944
2010-07-30,1168.199951,1183.099976,1166,1181.699951,1181.699951,5466,51.78943
2010-08-02,1183.400024,1191.800049,1174.699951,1183.400024,1183.400024,2504,51.789445
2010-08-03,1185.199951,1190.5,1180,1185.199951,1185.199951,598,51.78943
2010-08-04,1186.300049,1203,1186.300049,1193.699951,1193.699951,1068,51.789445
2010-08-05,1197.199951,1199.300049,1190,1197.199951,1197.199951,214,51.78945
2010-08-06,1203.300049,1211,1195.300049,1203.400024,1203.400024,347,51.78943
2010-08-09,1205.800049,1209.5,1199.800049,1200.699951,1200.699951,658,51.789427
2010-08-10,1196.199951,1206.5,1191,1196.199951,1196.199951,713,51.78943
2010-08-11,1197.5,1208,1193,1197.5,1197.5,351,51.789457000000006
2010-08-12,1214.800049,1215.5,1199,1214.800049,1214.800049,289,51.78944
2010-08-13,1214.900024,1214.900024,1214.900024,1214.900024,1214.900024,138,51.78944
2010-08-16,1224.5,1225.400024,1218,1224.5,1224.5,252,51.78945
2010-08-17,1226.599976,1227.400024,1224,1226.599976,1226.599976,84,51.78943
2010-08-18,1229.699951,1231.599976,1218,1229.699951,1229.699951,169,51.789445
2010-08-19,1233.800049,1237.599976,1228.800049,1233.800049,1233.800049,46,51.78943
2010-08-20,1227.199951,1232.800049,1223,1227.199951,1227.199951,236,51.789457000000006
2010-08-23,1226.900024,1228.900024,1222.900024,1226.900024,1226.900024,56,51.78946
2010-08-24,1231.800049,1234,1211.5,1231.800049,1231.800049,300,51.789427
2010-08-25,1239.5,1240.699951,1230.699951,1239.5,1239.5,298,51.789445
2010-08-26,1235.400024,1243.300049,1235,1235.400024,1235.400024,104,51.78943
2010-08-27,1236,1236,1236,1236,1236,573,51.78945
2010-08-30,1237.099976,1237.900024,1234,1237.099976,1237.099976,128,51.78945
2010-08-31,1248.300049,1249.400024,1233,1248.300049,1248.300049,124,51.78944
2010-09-01,1246.300049,1254.300049,1243.599976,1246.300049,1246.300049,41,51.789457000000006
2010-09-02,1251.5,1252.5,1246.900024,1251.5,1251.5,100,51.78944
2010-09-03,1249.199951,1249.199951,1240,1249.199951,1249.199951,3,51.789445
2010-09-07,1257.300049,1258,1255.5,1257.300049,1257.300049,7,51.78945
2010-09-08,1255.599976,1260.199951,1254.699951,1255.599976,1255.599976,27,51.78944
2010-09-09,1248.900024,1256,1244.099976,1248.900024,1248.900024,9,51.789445
2010-09-10,1244.5,1244.5,1244.5,1244.5,1244.5,20,51.78943
2010-09-13,1245.099976,1245.099976,1245.099976,1245.099976,1245.099976,18,51.789457000000006
2010-09-14,1269.699951,1272.400024,1253.400024,1269.699951,1269.699951,87,51.78945
2010-09-15,1266.599976,1269.800049,1263.5,1266.699951,1266.699951,34,51.78944
